source	default_branch	stars	license	readme_status	word_count	line_count	families	evidence_terms
harshalmore31/phoenix-os	main	4	Apache-2.0	ok	2297	387	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	curat|provider|Environment|session|lock|loop|judge|cost|memory|Credential|tool|task|workflow|install|CI|project|eval|Query
neurocis/a0_superordinates	main	4	NOASSERTION	ok	527	144	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|integration|status|lock|Scheduler|context|plugin|task|state|extension|ci|project|score
yu-iskw/sqlfluff-complexity	main	4	Apache-2.0	ok	523	87	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,verifier_council,observability_provenance,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|model|environment|Status|lock|verifier|Analytics|safe|plugin|spec|workflow|Install|CI|rules|score|query
Parker617/whalefall	main	3	MIT	ok	1324	170	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	list|model|session|message|loop|trace|skill|permission|tool|spec|Guard|Install|ci|project|query
ar27111994/agent-harness	main	3	MIT	ok	11349	1849	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|Copilot|vM|preview|lock|loop|candidate|cost|skill|safe|MCP|spec|workflow|package|ci|project|fixture|topic
verkyyi/tokenman	main	3	MIT	ok	264	97	runtime_capability_matrix,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake	Claude|lock|Token|prompt|permission|api|workflow|package|GitHub Action
CaesiumY/harness-optimizer	main	3	MIT	ok	624	99	agent_catalog_watch,runtime_capability_matrix,session_command_center,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Claude|session|long-running|Evaluate|event|skill|plugin|Task|workflow|Install|ci|project|Eval
gzhzk/nanodeer	main	3	MIT	ok	2333	377	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|Runtime|Docker|lock|Loop|trace|Memory|safe|API|plan|state machine|extension|Check|project|fixture|harness engineering
jeanlag1/vibeharness	main	3	MIT	ok	2213	415	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Claude|isolate|terminal|message|loop|token|prompt|policy|tool|task|state|registry|check|project|fixture
edwardZhang/sps-cli	main	3	MIT	ok	1541	219	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	curat|Claude|board|lock|sleep|QA|token|knowledge|credential|search|task|workflow|package|ci|project|grading|topic
ferterahadi/canary-lab	main	3	MIT	ok	1359	172	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	model|worktree|terminal|conflict|retry|trace|context|safe|api|requirement|workflow|package|Check|rules|eval
GeorgeWingg/Neural-Computer	main	3	NOASSERTION	ok	340	95	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	model|Environment|session|token|memory|credential|tool|Requirement|package|ci|Project
mindtheproduct/vennie	main	3	NOASSERTION	ok	2982	446	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	landscape|Claude|isolate|session|message|loop|history|learn|tool|spec|workflow|Install|ci|template|score|topic
hoiung/sst3-ai-harness	main	3	MIT	ok	4802	412	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Claude|isolate|monitor|conflict|Long-running|Reviewer|token|Context|secret|search|plan|workflow|manifest|ci|Single Source|rubric
yenanjing/awesome-harness-engineering	main	3	NOASSERTION	ok	8994	559	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	Awesome|runtime|environment|TUI|lock|loop|Benchmark|History|Learn|Security|tool|spec|guard|install|CI|Project|Eval|Harness Engineering
wujfeng712-ui/claude-code-harness-notes	main	3	MIT	ok	555	121	runtime_capability_matrix,isolated_sandbox_runner,autonomous_loop_receipts,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,feedback_session_intake	Claude|Worktree|loop|learn|permission|tool|task|workflow|Check
PatterAI/skills	main	3	MIT	ok	503	91	runtime_capability_matrix,session_command_center,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	provider|dashboard|cost|Skill|guard|API|spec|install|ci|.agents|topic
zester4/eltes	main	3	NOASSERTION	ok	525	82	runtime_capability_matrix,isolated_sandbox_runner,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	model|environment|autonomous|Cost|Memory|secret|Jira|task|workflow|marketplace|ci|Project
onblueroses/strata	main	3	NOASSERTION	ok	395	50	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	best-of|CLAUDE|Session|lock|evaluate|event|Skill|safe|search|spec|state|Install|check|project|eval
Muulor/AgentVis	main	3	MIT	ok	2343	281	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|runtime|sandbox|preview|message|long-running|history|memory|security|tool|plan|state|install|ci|rules|eval
dineshdb/pie	main	3	MIT	ok	528	157	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	list|provider|sandbox|session|history|skill|API|spec|Install|ci|project|query
zyziyun/claude-code-mini	main	3	NOASSERTION	ok	1664	237	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	claude|isolate|session|lock|loop|benchmark|cost|prompt|permission|tool|task|guard|install|ci|project|eval|query
aitrace-dev/granclaw	main	3	MIT	ok	1502	173	runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,agent_ssot_projection,harness_taxonomy_curation	Gemini|isolate|board|lock|Cron|history|memory|Secret|tool|task|state|manifest|rules|topic
ryanjames85/grom	main	2	NOASSERTION	ok	3051	393	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	list|model|terminal|message|sleep|telemetry|context|Credential|tool|PLAN|State|Marketplace|ci|rules|query
raeseoklee/codexus	main	2	MIT	ok	1776	340	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	curat|Codex|environment|session|lock|loop|reviewer|event|memory|egress|tool|spec|workflow|package|CI|project|fixture|harness engineering
BeamusWayne/trace-vault	main	2	MIT	ok	3406	677	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,skill_efficacy_evaluation	list|model|terminal|lock|retry|evaluate|trace|prompt|lint|tool|spec|workflow|install|CI|score
secondorderai/ouroboros	main	2	MIT	ok	2880	580	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	list|runtime|sandbox|Preview|shared|loop|candidate|event|Skill|credential|search|plan|workflow|Install|ci|project|query
